Região;UF;Cidade;Sexo;Faixa Etária;Ano Abertura;Mês Abertura;Data Abertura;Data Resposta;Data Finalização;Tempo Resposta;Nome Fantasia;Segmento de Mercado;Área;Assunto;Grupo Problema;Problema;Como Comprou Contratou;Procurou Empresa;Respondida;Situação;Avaliação Reclamação;Nota do Consumidor;newUF
SE;SP;São João da Boa Vista;M;até 20 anos;2014;12;24/12/2014;30/12/2014;20/01/2015;6;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;Campinas;M;entre 51 a 60 anos;2014;12;24/12/2014;03/01/2015;03/01/2015;10;Casas Bahia;Varejo;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
NE;BA;Salvador;M;entre 21 a 30 anos;2014;12;30/12/2014;09/01/2015;28/01/2015;10;Walmart.com;Comércio Eletrônico;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;Bahia
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;12;30/12/2014;09/01/2015;30/01/2015;10;Casasbahia.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Lavadora de roupa, louça e secadora;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
SE;SP;São José dos Campos;M;entre 31 a 40 anos;2014;12;10/12/2014;12/12/2014;02/01/2015;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Internet;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;Louveira;M;entre 41 a 50 anos;2014;12;10/12/2014;16/12/2014;06/01/2015;6;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
S ;RS;Porto Alegre;F;entre 41 a 50 anos;2014;12;15/12/2014;19/12/2014;09/01/2015;4;Brastemp;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
CO;MT;Tangará da Serra;F;entre 31 a 40 anos;2014;12;05/12/2014;15/12/2014;05/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Mato Grosso
S ;RS;Cachoeirinha;M;entre 61 a 70 anos;2014;12;11/12/2014;19/12/2014;06/01/2015;8;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada avaliada;Não Resolvida;1;Rio Grande do Sul
NE;MA;Codó;F;entre 51 a 60 anos;2014;12;24/12/2014;31/12/2014;10/01/2015;7;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Domicílio;S;S;Finalizada avaliada;Resolvida;3;Maranhão
SE;SP;Atibaia;M;entre 31 a 40 anos;2014;12;02/12/2014;12/12/2014;02/01/2015;10;Avianca - Oceanair;Transporte Aéreo;Transportes;Aéreo;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Telefone;N;S;Finalizada não avaliada;Não Avaliada;;São Paulo
S ;PR;Campina Grande do Sul;M;entre 31 a 40 anos;2014;12;10/12/2014;20/12/2014;10/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Vício de Qualidade;Não envio / atraso do boleto ou fatura / dificuldade com o pagamento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
S ;RS;Veranópolis;M;entre 21 a 30 anos;2014;12;20/12/2014;30/12/2014;20/01/2015;10;Extra.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
SE;RJ;Duque de Caxias;M;entre 41 a 50 anos;2014;12;26/12/2014;05/01/2015;26/01/2015;10;Claro Fixo - Embratel;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
S ;PR;Campo Largo;M;entre 31 a 40 anos;2014;12;15/12/2014;24/12/2014;12/01/2015;9;HSBC;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Demais Empréstimos e Financiamentos (exceto imóveis e veículos);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada avaliada;Não Resolvida;5;Paraná
SE;MG;Manhumirim;F;entre 21 a 30 anos;2014;12;10/12/2014;20/12/2014;10/01/2015;10;Ponto Frio;Varejo;Produtos Eletrodomésticos e Eletrônicos;Refrigerador / freezer;Cobrança / Contestação;Dificuldade na devolução de valores pagos / reembolso / retenção de valores;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
S ;PR;Cambé;M;entre 41 a 50 anos;2014;12;10/12/2014;20/12/2014;10/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Pacote de Serviços ( Combo );Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
N ;PA;Belém;M;entre 21 a 30 anos;2014;12;28/12/2014;07/01/2015;08/01/2015;10;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Demais Serviços ;Programas de Fidelidade / Benefícios (pontos, milhagem etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;N;S;Finalizada avaliada;Resolvida;3;Pará
CO;GO;Goiânia;F;entre 31 a 40 anos;2014;12;11/12/2014;15/12/2014;05/01/2015;4;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Goiás
SE;SP;São Paulo;F;entre 41 a 50 anos;2014;12;02/12/2014;12/12/2014;02/01/2015;10;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;Campinas;M;entre 31 a 40 anos;2014;12;11/12/2014;17/12/2014;07/01/2015;6;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
S ;RS;Pelotas;M;mais de 70 anos;2014;12;13/12/2014;19/12/2014;08/01/2015;6;Lojas Colombo;Varejo;Demais Produtos;Esporte/Lazer/Festa (equipamento de ginástica, camping, náutica, caça, pesca, artigo esportivo, bicicleta, piscina, etc.);Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Loja física;S;S;Finalizada avaliada;Não Resolvida;1;Rio Grande do Sul
SE;MG;Miradouro;M;entre 31 a 40 anos;2014;12;24/12/2014;29/12/2014;19/01/2015;5;Casasbahia.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
CO;MT;Cuiabá;F;entre 21 a 30 anos;2014;12;02/12/2014;12/12/2014;02/01/2015;10;Avianca - Oceanair;Transporte Aéreo;Transportes;Aéreo;Vício de Qualidade;Extravio/ avaria de bagagem, carga, correspondência;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Mato Grosso
SE;MG;Montes Claros;M;entre 21 a 30 anos;2014;12;10/12/2014;15/12/2014;05/01/2015;5;Americanas.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Acessórios e periféricos ( monitor, impressora, pendrive, hd externo, cd dvd, outras midias, roteador, software, scanner etc);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
NE;BA;Salvador;F;entre 41 a 50 anos;2014;12;10/12/2014;12/12/2014;02/01/2015;2;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Bahia
NE;BA;Salvador;F;entre 31 a 40 anos;2014;12;28/12/2014;07/01/2015;07/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Domicílio;S;S;Finalizada avaliada;Resolvida;1;Bahia
N ;AM;Manaus;M;entre 21 a 30 anos;2014;12;28/12/2014;06/01/2015;07/01/2015;9;Banco do Brasil;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cálculo de juros, saldo devedor (contestação, solicitação de histórico, dúvidas);Telefone;S;S;Finalizada avaliada;Resolvida;4;Amazonas
SE;SP;Jundiaí;F;entre 31 a 40 anos;2014;12;28/12/2014;05/01/2015;26/01/2015;8;Polishop;Varejo;Produtos Eletrodomésticos e Eletrônicos;Eletroportáteis ( batedeira, liquidificador, umidificador, secador, etc );Saúde e Segurança;Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
NE;PE;Recife;M;entre 31 a 40 anos;2014;12;30/12/2014;09/01/2015;20/01/2015;10;Cartão Carrefour;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Não comprei / contratei;S;S;Finalizada avaliada;Resolvida;5;Pernambuco
NE;CE;Fortaleza;M;entre 21 a 30 anos;2014;12;30/12/2014;05/01/2015;05/01/2015;6;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;S;S;Finalizada avaliada;Não Resolvida;2;Ceará
N ;AC;Rio Branco;F;entre 21 a 30 anos;2014;12;30/12/2014;08/01/2015;29/01/2015;9;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Negativação indevida;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Acre
S ;PR;Curitiba;M;entre 31 a 40 anos;2014;12;03/12/2014;12/12/2014;02/01/2015;9;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Suspensão ou desligamento indevido do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
NE;CE;Fortaleza;F;entre 51 a 60 anos;2014;12;03/12/2014;12/12/2014;02/01/2015;9;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Ceará
SE;MG;Montes Claros;M;entre 21 a 30 anos;2014;12;14/12/2014;23/12/2014;13/01/2015;9;Magazineluiza.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
SE;SP;Sorocaba;F;entre 21 a 30 anos;2014;12;10/12/2014;15/12/2014;05/01/2015;5;Bradescard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Cobrança de tarifas, taxas, valores não previstos / não informados;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;Sorocaba;F;entre 51 a 60 anos;2014;12;10/12/2014;15/12/2014;05/01/2015;5;Banco Bradesco;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Conta corrente / Salário / Poupança /Conta Aposentadoria;Vício de Qualidade;Dificuldade de pagamento, saque, depósito, transferência;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
CO;MT;Cuiabá;F;entre 51 a 60 anos;2014;12;28/12/2014;02/01/2015;03/01/2015;5;Itaú BMG Consignado;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Crédito Consignado (Empréstimo descontado em folha de pagamento);Vício de Qualidade;Portabilidade não efetivada;Telefone;S;S;Finalizada avaliada;Não Resolvida;4;Mato Grosso
S ;PR;São José dos Pinhais;M;entre 31 a 40 anos;2014;12;28/12/2014;05/01/2015;26/01/2015;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
SE;MG;Belo Horizonte;F;entre 31 a 40 anos;2014;12;29/12/2014;08/01/2015;29/01/2015;10;Centauro.com.br;Comércio Eletrônico;Demais Produtos;Vestuário e Artigos de Uso Pessoal (roupa, calçados, jóias, bijuterias, malas, bolsas, etc);Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
S ;RS;Santa Rosa;M;entre 31 a 40 anos;2014;12;29/12/2014;30/12/2014;20/01/2015;1;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
S ;RS;Viamão;F;entre 51 a 60 anos;2014;12;14/12/2014;22/12/2014;12/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
NE;PE;Recife;M;entre 31 a 40 anos;2014;12;30/12/2014;09/01/2015;09/01/2015;10;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Não comprei / contratei;N;S;Finalizada avaliada;Não Resolvida;5;Pernambuco
CO;MT;Cuiabá;M;entre 41 a 50 anos;2014;12;30/12/2014;07/01/2015;07/01/2015;8;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pré-paga;Cobrança / Contestação;Cobrança por serviço/produto não contratado / não reconhecido / não solicitado;Internet;S;S;Finalizada avaliada;Resolvida;5;Mato Grosso
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;12;30/12/2014;07/01/2015;28/01/2015;8;Compra Certa;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Entrega do Produto;Não entrega / demora na entrega do produto;Internet;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;São Paulo;M;entre 21 a 30 anos;2014;12;22/12/2014;30/12/2014;13/01/2015;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
NE;BA;Feira de Santana;M;entre 31 a 40 anos;2014;12;17/12/2014;23/12/2014;13/01/2015;6;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Bahia
NE;MA;São Luís;F;entre 51 a 60 anos;2014;12;03/12/2014;13/12/2014;03/01/2015;10;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho de telefone fixo / interfone;Atendimento / SAC;Má qualidade no atendimento (descortesia / despreparo/ constrangimento);Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;Maranhão
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;12;29/12/2014;30/12/2014;20/01/2015;1;Samsung;Fabricantes - Eletroeletrônicos,  Produtos de Telefonia e Informática;Produtos Eletrodomésticos e Eletrônicos;Televisão;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
NE;CE;Fortaleza;M;mais de 70 anos;2014;12;29/12/2014;05/01/2015;26/01/2015;7;GVT;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Cobrança / Contestação;Cobrança após cancelamento do serviço;Domicílio;S;S;Finalizada não avaliada;Não Avaliada;;Ceará
SE;SP;Bauru;F;até 20 anos;2014;12;29/12/2014;08/01/2015;12/01/2015;10;Oi Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Internet Móvel;Contrato / Oferta;Alteração de plano/contrato sem solicitação ou aviso prévio;Internet;S;S;Finalizada avaliada;Resolvida;3;São Paulo
S ;RS;Porto Alegre;F;entre 41 a 50 anos;2014;12;15/12/2014;24/12/2014;14/01/2015;9;Oi Fixo;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Fixa;Atendimento / SAC;SAC - Demanda não resolvida / não respondida;Não comprei / contratei;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
CO;MS;Campo Grande;M;entre 21 a 30 anos;2014;12;15/12/2014;22/12/2014;12/01/2015;7;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldadede de contato / acesso;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Mato Grosso do Sul
SE;SP;São Paulo;M;mais de 70 anos;2014;12;15/12/2014;22/12/2014;09/01/2015;7;Walmart.com;Comércio Eletrônico;Demais Produtos;Utilidades Domésticas e Decoração (para limpeza, de cozinha, cama, mesa e banho, tapetes, cortinas, persianas, jardinagem, ferramentas etc.);Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;S;S;Finalizada avaliada;Não Resolvida;1;São Paulo
SE;MG;Contagem;F;entre 41 a 50 anos;2014;12;18/12/2014;23/12/2014;13/01/2015;5;Credicard;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Cartão de Crédito / Cartão de Débito / Cartão de Loja;Cobrança / Contestação;Negativação indevida sem contratação do serviço – fraude bancária;Não comprei / contratei;N;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
SE;MG;Montes Claros;F;entre 41 a 50 anos;2014;12;18/12/2014;26/12/2014;16/01/2015;8;Casasbahia.com;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Televisão;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Internet;N;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
S ;RS;Novo Hamburgo;F;entre 21 a 30 anos;2014;12;10/12/2014;19/12/2014;09/01/2015;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Atendimento / SAC;Dificuldade de contato / demora no atendimento;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
CO;MT;Cuiabá;M;entre 31 a 40 anos;2014;12;29/12/2014;08/01/2015;29/01/2015;10;City Lar;Varejo;Demais Produtos;Móveis e Colchões;Entrega do Produto;Produto entregue incompleto / diferente do  pedido;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Mato Grosso
SE;SP;Guarulhos;F;entre 21 a 30 anos;2014;12;29/12/2014;03/01/2015;24/01/2015;5;Claro TV ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Cobrança após cancelamento do serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;Carapicuíba;F;entre 31 a 40 anos;2014;12;29/12/2014;08/01/2015;29/01/2015;10;Casasbahia.com;Comércio Eletrônico;Demais Produtos;Móveis e Colchões;Entrega do Produto;Não entrega / demora na entrega do produto;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;SP;Suzano;F;entre 21 a 30 anos;2014;12;15/12/2014;24/12/2014;14/01/2015;9;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;ES;Linhares;F;entre 21 a 30 anos;2014;12;16/12/2014;20/12/2014;10/01/2015;4;Submarino;Comércio Eletrônico;Produtos Eletrodomésticos e Eletrônicos;Aparelho de som, video e imagem ( Câmera, filmadora, dvd, home theater etc);Atendimento / SAC;Dificuldade de contato / demora no atendimento;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Espírito Santo
S ;RS;Porto Alegre;M;entre 41 a 50 anos;2014;12;16/12/2014;24/12/2014;14/01/2015;8;Vivo - Telefônica ;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Vício de Qualidade;Funcionamento inadequado do serviço (má qualidade do sinal, instabilidade, queda);Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Rio Grande do Sul
S ;PR;Curitiba;M;entre 21 a 30 anos;2014;12;18/12/2014;23/12/2014;13/01/2015;5;Americanas.com;Comércio Eletrônico;Produtos de Telefonia e Informática;Microcomputador e laptops;Vício de Qualidade;Produto danificado / não funciona - Dificuldade em trocar ou consertar no prazo de garantia;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
CO;MS;Campo Grande;M;entre 41 a 50 anos;2014;12;18/12/2014;20/12/2014;07/01/2015;2;Tim;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Produtos de Telefonia e Informática;Aparelho celular;Contrato / Oferta;Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa;Loja física;S;S;Finalizada avaliada;Resolvida;4;Mato Grosso do Sul
NE;BA;Feira de Santana;M;entre 21 a 30 anos;2014;12;18/12/2014;23/12/2014;13/01/2015;5;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Atendimento / SAC;SAC - Dificuldade para cancelar o serviço;Telefone;S;S;Finalizada não avaliada;Não Avaliada;;Bahia
S ;PR;Curitiba;M;entre 41 a 50 anos;2014;12;18/12/2014;26/12/2014;06/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Vício de Qualidade;Dificuldade para alterar/ ativar serviços;Telefone;S;S;Finalizada avaliada;Resolvida;3;Paraná
SE;MG;Muriaé;F;entre 51 a 60 anos;2014;12;29/12/2014;06/01/2015;12/01/2015;8;SKY;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;TV por Assinatura;Cobrança / Contestação;Negativação indevida;Loja física;S;S;Finalizada avaliada;Resolvida;3;Minas Gerais
S ;PR;Araucária;F;entre 31 a 40 anos;2014;12;29/12/2014;02/01/2015;23/01/2015;4;DIX Amico;Operadoras de Planos de Saúde e Administradoras de Benefícios;Saúde;Plano de Saúde (convênio, autogestão, seguro saúde );Cobrança / Contestação;Cobrança em duplicidade / Cobrança referente a pagamento já efetuado;Catálogo;S;S;Finalizada não avaliada;Não Avaliada;;Paraná
SE;MG;Muriaé;M;entre 31 a 40 anos;2014;12;29/12/2014;05/01/2015;26/01/2015;7;Brastemp;Fabricantes - Linha Branca;Produtos Eletrodomésticos e Eletrônicos;Fogão, microondas, forno elétrico, depurador de ar e coifa;Vício de Qualidade;Produto danificado / não funciona - Falta de assistência técnica / falta de informações sobre assistência técnica;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;Minas Gerais
SE;SP;São Paulo;F;entre 31 a 40 anos;2014;12;03/12/2014;11/12/2014;01/01/2015;8;Claro Celular;Operadoras de Telecomunicações (Telefonia, Internet, TV por assinatura);Telecomunicações;Telefonia Móvel Pós-paga;Cobrança / Contestação;Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
SE;RJ;Niterói;M;entre 21 a 30 anos;2014;12;16/12/2014;17/12/2014;07/01/2015;1;Tam;Transporte Aéreo;Transportes;Aéreo;Cobrança / Contestação;Imposição de multa indevida / abusiva;Internet;S;S;Finalizada não avaliada;Não Avaliada;;Rio de Janeiro
SE;SP;São Paulo;M;entre 31 a 40 anos;2014;12;16/12/2014;26/12/2014;16/01/2015;10;Caixa Econômica Federal;Bancos, Financeiras e Administradoras de Cartão;Serviços Financeiros;Banco de Dados e Cadastros de Consumidores (SPC, Serasa, SCPC etc);Cobrança / Contestação;Cobrança submetendo a ofensa, constrangimento ou ameaça;Loja física;S;S;Finalizada não avaliada;Não Avaliada;;São Paulo
